"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Skilled Nursing Care","Physical Therapy","Occupational Therapy","Speech Pathology","Medical Social","Home Health Aide","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends"
"367754","ABSOLUTE SKILLED HOME HEALTH, INC","7235 WHIPPLE AVENUE NW, PO BOX 2880","NORTH CANTON","OH","44720","3304988218","Proprietary",8/29/1997 0:00:00,"Y","Y","Y","Y","Y","Y",34,61,55,74,57,24,50,24,24,72
"459491","ABSOLUTECARE HEALTH SERVICES INC","2611 NORTH BELTLINE ROAD SUITE 107","SUNNYVALE","TX","75182","9722265093","Proprietary",6/13/2000 0:00:00,"Y","Y","N","N","Y","Y",199,199,199,199,199,199,199,199,199,199
"457848","ABSOLUTELY ANGELS INC","936 EAST PRODUCTION","PILOT POINT","TX","76258","9406860324","Proprietary",6/21/2005 0:00:00,"Y","Y","Y","N","N","Y",201,201,201,201,201,201,201,201,201,201
"459311","ABUNDANT HEALTH CARE SERVICES","1305 EAST NOLANA SUITE B & C","EDINBURG","TX","78539","9566310012","Proprietary",6/26/1997 0:00:00,"Y","Y","N","N","N","Y",35,28,5,28,58,11,5,33,25,61
"457803","ABUNDANT HOME HEALTH LLC","523 WINDING FOREST DRIVE","GRAND PRAIRIE","TX","75052","9728411271","Proprietary",4/19/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"337423","ACACIA CERTIFIED HOME CARE CO","2150 BLEECKER STREET","UTICA","NY","13501","3152660614","Voluntary Non Profit - Private",8/26/2004 0:00:00,"Y","Y","Y","Y","Y","Y",39,56,54,62,59,36,40,29,21,66
"367162","ACADEMY HEALTH SERVICES INC","2621 WILMINGTON PIKE","DAYTON","OH","45419","9372936631","Proprietary",1/12/1982 0:00:00,"Y","Y","Y","Y","Y","Y",34,65,62,57,59,46,75,35,20,64
"197060","ACADIAN HOMECARE, LLC","420 WEST PINHOOK STE B","LAFAYETTE","LA","70503","3372358185","Proprietary",5/23/1979 0:00:00,"Y","Y","Y","Y","Y","Y",43,37,26,54,59,39,33,49,29,45
"067450","ACARIA INC","5735 W 6TH AVENUE","LAKEWOOD","CO","80214","3034038888","Proprietary",8/5/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679097","ACC HEALTH SERVICES INC","6001 SAVOY SUITE 501","HOUSTON","TX","77036","7135321980","Proprietary",1/8/2002 0:00:00,"Y","Y","Y","Y","Y","Y",53,65,199,81,83,60,76,26,5,74
"067431","ACCELERATED HOME HEALTHCARE","800 E 73RD AVE #25","DENVER","CO","80229","7203220311","Proprietary",5/21/2003 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,56,43,43
"237557","ACCELERATED HOMECARE SERVICES, INC","2321 WATER STREET SUITE E","PORT HURON","MI","48060","8109829200","Proprietary",12/18/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,20,29,79
"557524","ACCENT HOME CARE, INC","4000 LONG BEACH BLVD SUITE 221","LONG BEACH","CA","90807","5626373113","Proprietary",4/25/1995 0:00:00,"Y","Y","Y","Y","Y","Y",20,30,42,69,57,42,48,28,11,70
"679151","ACCENT HOME HEALTH","2855 EXCHANGE BLVD SUITE 109","SOUTHLAKE","TX","76092","8174889971","Proprietary",8/19/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,70,17,16
"679163","ACCENT HOME HEALTH","3480 FANNIN STE K","BEAUMONT","TX","77701","4098357700","Proprietary",9/17/2002 0:00:00,"Y","Y","Y","N","Y","Y",35,60,13,43,64,28,22,33,24,63
"067101","ACCENT ON INDEPENDENCE","1728 RACE STREET","DENVER","CO","80206","3033310818","Proprietary",12/15/1983 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,26,41,68
"377651","ACCENTRA HOME HEALTHCARE","4350 WILL ROGERS PARKWAY","OKLAHOMA CITY","OK","73108","4059171094","Proprietary",12/12/2002 0:00:00,"Y","Y","Y","Y","Y","Y",38,61,40,56,61,34,58,34,29,60
"248068","ACCESS HEALTH CARE","400 WITTMAN DRIVE SUITE B","GRAND RAPIDS","MN","55744","2183260004","Proprietary",4/17/1999 0:00:00,"Y","Y","Y","N","Y","Y",40,54,199,34,34,15,27,22,25,71
"377662","ACCESS HEALTH TEAM","200  WEST GENTRY","CHECOTAH","OK","74426","9184734093","Proprietary",12/3/2003 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,51,35,47
"467219","ACCESS HOME CARE","40 WEST CACHE VALLEY BLVD, SUITE 5B","LOGAN","UT","84341","4357556599","Proprietary",6/9/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"679153","ACCESS HOME CARE","1706 STRAWBERRY ROAD #200","PASADENA","TX","77502","7134772280","Proprietary",8/27/2002 0:00:00,"Y","Y","Y","Y","Y","Y",50,50,26,82,64,37,47,50,20,49
"517091","ACCESS HOME HEALTH","10  KENTON LANE","CHARLESTON","WV","25311","3047203840","Proprietary",9/15/1994 0:00:00,"Y","Y","Y","Y","N","Y",37,39,36,59,59,21,47,24,21,73
"107565","ACCESS HOME HEALTH","4935 SOUTHFORK DRIVE","LAKELAND","FL","33813","9412933181","Proprietary",4/25/1997 0:00:00,"Y","Y","Y","Y","Y","Y",35,52,37,49,54,35,49,23,20,73
"107586","ACCESS HOME HEALTH","1832 SE PORT ST LUCIE BLVD","PORT SAINT LUCIE","FL","34952","7723353245","Proprietary",8/19/1998 0:00:00,"Y","Y","Y","Y","Y","Y",46,47,33,62,67,40,59,23,20,73
"107589","ACCESS HOME HEALTH","829 EAST OAK STREET, SUITE C","KISSIMMEE","FL","34744","4079312600","Proprietary",10/8/1998 0:00:00,"Y","Y","Y","Y","Y","Y",44,51,68,81,68,45,58,25,24,69
"107442","ACCESS HOME HEALTH","111 NORTH LAKEMONT AVENUE","WINTER PARK","FL","32792","4076285871","Proprietary",4/13/1992 0:00:00,"Y","Y","Y","Y","Y","Y",30,50,43,69,55,31,53,31,29,62
"117098","ACCESS HOME HEALTH","3575 MACON RD, SUITE 15","COLUMBUS","GA","31907","7065628225","Proprietary",8/21/2003 0:00:00,"Y","Y","Y","Y","Y","Y",43,60,60,59,60,24,54,19,18,79
"117136","ACCESS HOME HEALTH","5 CONCOURSE PARKWAY, SUITE 825","ATLANTA","GA","30328","7704810014","Proprietary",6/18/2003 0:00:00,"Y","Y","Y","Y","Y","Y",41,63,59,73,67,44,72,23,16,74
"117137","ACCESS HOME HEALTH","120B WEST COLLEGE STREET","GRIFFIN","GA","30224","7702330023","Proprietary",7/10/2003 0:00:00,"Y","Y","Y","Y","Y","Y",29,58,56,56,58,28,59,25,23,71
"267502","ACCESS HOME HEALTH AGENCY  INC","DOCTOR'S HOSPITAL CLINIC BUILDING","SPRINGFIELD","MO","65807","4178637100","Proprietary",2/1/1996 0:00:00,"Y","Y","Y","Y","Y","Y",37,50,37,67,55,32,54,34,27,56
"517112","ACCESS HOME HEALTH OF BLUEFIELD WV","513 CHERRY STREET","BLUEFIELD","WV","24701","3043253378","Proprietary",10/16/1996 0:00:00,"Y","Y","Y","Y","Y","Y",42,54,45,58,48,24,54,26,11,73
"497556","ACCESS HOME HEALTH OF BLUEFIELD, VA","2115 COLLEGE AVENUE","BLUEFIELD","VA","24605","2763222208","Proprietary",4/21/1999 0:00:00,"Y","Y","Y","Y","Y","Y",53,73,42,49,66,24,54,22,16,81
"327194","ACCESS HOME HEALTH, LLC","1600 INDIAN WELLS","ALAMOGORDO","NM","88310","5054346222","Proprietary",4/29/2005 0:00:00,"Y","Y","N","N","N","Y",201,201,201,201,201,201,201,201,201,201
"107383","ACCESS HOME HLTH MELBOURNE","1333 GATEWAY DRIVE","MELBOURNE","FL","32901","3217254799","Proprietary",5/18/1994 0:00:00,"Y","Y","Y","Y","Y","Y",37,47,60,60,60,32,58,32,26,63
"679423","ACCESS QUALITY THERAPY SERVICES","5368 FREDERICKSBURG RD SUITE 200","SAN ANTONIO","TX","78229","2103490096","Proprietary",1/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",31,54,53,38,55,47,58,23,13,74
"679325","ACCOLADE HOME CARE","1101 PENNSYLVANIA","FORT WORTH","TX","76104","8178829677","Proprietary",8/21/2003 0:00:00,"Y","Y","Y","Y","Y","Y",39,39,19,36,55,33,28,34,16,59
"679485","ACCOLADE HOME CARE","6625 19TH STREET SUITE 110A","LUBBOCK","TX","79407","8067912100","Proprietary",5/20/2004 0:00:00,"Y","Y","Y","Y","N","Y",41,37,30,43,64,40,32,37,29,56
"457754","ACCOLADE HOME CARE","6300 I 40 WEST SUITE 210","AMARILLO","TX","79106","8063523900","Proprietary",3/28/1985 0:00:00,"Y","Y","Y","Y","N","Y",61,49,22,43,76,60,30,36,26,57
"457821","ACCOLADE HOME CARE","1611 CHISHOLM TRAIL SUITE 450","ROUND ROCK","TX","78681","5122386000","Proprietary",4/26/2005 0:00:00,"Y","Y","Y","Y","N","Y",201,201,201,201,201,201,201,201,201,201
"678232","ACCORD HOME CARE INC","2007 NORTH MAYS SUITE 102","ROUND ROCK","TX","78664","5122461451","Proprietary",5/24/1996 0:00:00,"Y","Y","Y","Y","N","Y",40,42,35,56,62,25,47,46,36,47
"057445","ACCREDITED HH SERVICES","5955 DESOTO AVENUE SUITE 160","WOODLAND HILLS","CA","91367","8189861234","Proprietary",10/29/1993 0:00:00,"Y","Y","Y","Y","Y","Y",38,55,51,64,62,41,58,21,9,76
"237468","ACCREDITED HOME CARE, INC","27733 SCHOENHERR","WARREN","MI","48088","8104276640","Proprietary",2/15/2002 0:00:00,"Y","Y","Y","Y","Y","Y",51,59,49,84,76,52,80,28,24,70
"673159","ACCU CARE HOME HEALTH SERVICES","5304 ALMEDA ROAD","HOUSTON","TX","77004","7138077664","Proprietary",3/29/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"257143","ACCU MED HOME HEALTH SOUTHERN","520 EAST PASS ROAD, SUTE B&C","GULFPORT","MS","39507","2288977970","Government - State/County",10/8/2002 0:00:00,"Y","Y","Y","Y","Y","Y",40,64,27,47,62,33,49,33,7,62
"679116","ACCUMED HOME HEALTH","2028 E BEN WHITE BLVD SUITE 300","AUSTIN","TX","78741","5123309444","Proprietary",3/14/2002 0:00:00,"Y","Y","Y","Y","Y","Y",33,44,39,51,58,35,53,27,12,71
"017154","ACCUMED HOME HEALTH OF ALABAMA","2151 HIGHLAND AVENUE","BIRMINGHAM","AL","35205","2059300720","Voluntary Non Profit - Private",2/20/2003 0:00:00,"Y","Y","Y","Y","Y","Y",29,56,39,58,51,32,50,32,17,62
"107605","ACCUMED HOME HEALTH OF FLORIDA","5401 CORPORATE WOODS DRIVE STE 300","PENSACOLA","FL","32504","8504940060","Proprietary",8/24/1999 0:00:00,"Y","Y","Y","Y","Y","Y",40,199,199,199,55,199,199,16,27,72
"679122","ACCUMED HOME HEALTH OF NORTH TEXAS","1104 DALLAS DRIVE SUITE 234","DENTON","TX","76205","9403238362","Proprietary",4/11/2002 0:00:00,"Y","Y","Y","Y","Y","Y",34,58,44,63,65,34,59,27,21,68
"058240","ACCURATE HOME CARE SERVICES, INC","11306 MOUNTAIN VIEW AVE SUITE B100","LOMA LINDA","CA","92354","9094789108","Proprietary",12/30/2003 0:00:00,"Y","Y","Y","Y","Y","Y",39,58,199,70,53,31,199,32,20,62
"237559","ACCURATE HOME CARE, INC","18600 WEST 10 MILE ROAD, SUITE 212","SOUTHFIELD","MI","48075","2485699111","Proprietary",3/15/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"058080","ACCURATE HOME HEALTH CARE, INC","1104 #B SOUTH GARFIELD AVENUE,","ALHAMBRA","CA","91801","6265765006","Proprietary",10/24/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,60,41,89,72,59,87,35,23,58
"058058","ACCXELL HOME HEALTH AGENCY","370 AMA POLA AVENUE SUITE 203","TORRANCE","CA","90501","3102580490","Proprietary",9/22/2000 0:00:00,"Y","Y","Y","Y","Y","Y",25,26,199,60,57,73,60,56,15,41
"058071","ACE HEALTH SYSTEMS INC","3605 LONG BEACH BLVD SUITE 330","LONG BEACH","CA","90807","5629979888","Proprietary",5/24/2001 0:00:00,"Y","Y","Y","Y","Y","Y",15,28,36,83,43,27,5,22,20,74
"679256","ACE HEALTHCARE SERVICES INC","6666 HARWIN DRIVE SUITE 475","HOUSTON","TX","77036","7139786600","Proprietary",4/11/2003 0:00:00,"Y","Y","Y","Y","Y","Y",57,77,70,95,95,78,83,23,5,74
"237414","ACE HOME CARE NETWORK INC","370 EAST 12 MILE ROAD, #203","MADISON HEIGHTS","MI","48071","2489675060","Proprietary",10/5/1996 0:00:00,"Y","Y","Y","Y","Y","Y",23,42,199,66,53,35,32,37,26,60
"237548","ACE HOME HEALTH CARE","112 EDGERTON PO BOX 499","HOWARD CITY","MI","49329","2319374514","Proprietary",2/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,38,35,61
"237561","ACE HOME HEALTH CARE INC","22150 GREENFIELD ROAD, SUITE 203","OAK PARK","MI","48237","2486012624","Proprietary",5/29/2005 0:00:00,"Y","Y","Y","Y","Y","N",201,201,201,201,201,201,201,201,201,201
"058082","ACE HOME HEALTH, INC","4055 WILSHIRE BLVD #105","LOS ANGELES","CA","90010","2133839678","Proprietary",10/4/2001 0:00:00,"Y","Y","Y","Y","Y","Y",42,64,54,85,75,49,76,8,5,89
"679057","ACE HOME HEALTHCARE LTD","1398 W MAYFIELD SUITE 220","ARLINGTON","TX","76015","8175432900","Proprietary",7/26/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,55,54,59,76,50,70,28,22,69
"367055","ACH HOMECARE","210 N WILSON DRIVE","WEST UNION","OH","45693","9375445549","Government - State/County",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",39,62,61,71,60,32,60,39,31,61
"047109","ACMC FAMILY HOME HEALTH","1015 UNITY ROAD","CROSSETT","AR","71635","8703645555","Voluntary Non Profit - Private",8/14/1989 0:00:00,"Y","Y","Y","N","N","Y",44,55,42,41,65,39,52,18,13,76
"157081","ACME HEALTH SERVICE INC","6302 NORTH RUCKER ROAD, SUITE J","INDIANAPOLIS","IN","46220","3172573545","Proprietary",4/4/1983 0:00:00,"Y","Y","Y","Y","Y","Y",37,69,42,67,50,30,58,29,30,63
"679269","ACP HEALTH CARE RESOURCES INC","4800 SUGAR GROVE BOULEVARD SUITE 490","STAFFORD","TX","77477","2812651511","Proprietary",5/16/2003 0:00:00,"Y","Y","Y","Y","Y","Y",64,71,22,90,80,57,77,38,5,61
"398033","ACT HOME HEALTH SERVICES INC","3201 COTTMAN AVENUE","PHILADELPHIA","PA","19149","2157081181","Proprietary",8/19/2005 0:00:00,"Y","Y","N","N","Y","Y",201,201,201,201,201,201,201,201,201,201
"459457","ACTION HOME HEALTH","1001 ESE LOOP 323 SUITE 150","TYLER","TX","75701","9035344814","Proprietary",5/7/1999 0:00:00,"Y","Y","Y","Y","Y","Y",36,61,56,60,67,38,58,36,14,57
"679072","ACTION HOME HEALTH CARE","2650 FOUNTAINVIEW SUITE 310","HOUSTON","TX","77057","7133780781","Proprietary",9/27/2001 0:00:00,"Y","Y","Y","Y","Y","Y",31,23,199,71,69,199,41,44,13,50
"557648","ACTION HOME HEALTH CARE","6300 WILSHIRE BLVD STE  1470","LOS ANGELES","CA","90048","3236535374","Proprietary",1/24/1996 0:00:00,"Y","Y","Y","Y","Y","Y",24,36,36,66,48,30,42,17,15,79
"057778","ACTION HOME NRSG SRVS","897 EMBARCADERO DRIVE STE #213","EL DORADO HILLS","CA","95762","9169331234","Proprietary",9/22/1987 0:00:00,"Y","Y","N","N","Y","N",201,201,201,201,201,201,201,201,201,201
"679083","ACTIVE CARE HOME HEALTH INC","11511 KATY FREEWAY SUITE 505","HOUSTON","TX","77079","2815898161","Proprietary",11/8/2001 0:00:00,"Y","Y","Y","Y","Y","Y",46,57,42,68,71,31,65,35,5,61
"679106","ACTIVE HOME CARE SERVICES","401 NORTH STEMMONS","SANGER","TX","76266","9404582022","Proprietary",2/7/2002 0:00:00,"Y","Y","Y","Y","Y","Y",33,26,43,49,57,28,42,45,26,47
"227057","ACTON PUBLIC HEALTH NURSING SE","472 MAIN STREET","ACTON","MA","01720","9782649653","Government - Local",7/1/1966 0:00:00,"Y","Y","Y","Y","Y","Y",29,53,199,58,59,38,51,34,29,59
"197461","ACTS HOME HEALTH CARE, INC.","3201 GENERAL DE GAULLE BLVD, SUITE 210","NEW ORLEANS","LA","70114","5043622030","Proprietary",5/22/1992 0:00:00,"Y","Y","Y","N","N","Y",27,30,48,42,38,31,32,32,5,63
"497567","ACTUAL CARE HOME HEALTH","11166 MAIN STREET SUITE 502","FAIRFAX","VA","22030","7032730783","Proprietary",1/10/2001 0:00:00,"Y","Y","Y","Y","Y","Y",35,64,56,59,67,39,75,31,20,61
"459317","ADA LIGHT HOME HEALTH LLC","3200 BROADWAY BLVD STE 274","GARLAND","TX","75043","9729264558","Proprietary",6/23/1997 0:00:00,"Y","Y","N","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"367331","ADA VISITING NURSES","4392 SR 235","ADA","OH","45810","4196347443","Voluntary Non Profit - Private",9/30/1996 0:00:00,"Y","Y","Y","Y","Y","Y",51,62,199,83,66,63,80,25,26,75
"267191","ADAIR CO HEALTH DEPT HHA","1001 SOUTH JAMISON","KIRKSVILLE","MO","63501","6606658491","Government - Local",4/4/1984 0:00:00,"Y","Y","Y","Y","N","Y",41,38,47,46,55,15,73,32,27,61
"167102","ADAIR COUNTY HOME CARE","117 NW HAYES","GREENFIELD","IA","50849","6417436173","Government - State/County",3/16/1979 0:00:00,"Y","Y","Y","Y","Y","Y",40,199,199,21,42,199,37,44,38,49
"157477","ADAIR HOME HEALTH PROFESSIONALS","502 WALL STREET, SUITE 102","VALPARAISO","IN","46383","2195310548","Proprietary",8/12/1996 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,61,50,35
"157172","ADAMS COUNTY HOME HEALTH CARE AGENCY","168 N 2ND ST","DECATUR","IN","46733","2607242145","Government - State/County",2/3/1986 0:00:00,"Y","Y","Y","Y","Y","Y",35,47,14,61,50,16,60,36,41,66
"247277","ADAMS HOME HEALTH AGENCY","810 WEST MAIN STREET","ADAMS","MN","55909","5075827704","Government - Local",2/25/1993 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,45,40,51
"157557","ADARNA HOME HEALTH CARE SERVICES INC","7870 BROADWAY, SUITE H","MERRILLVILLE","IN","46410","2197363900","Proprietary",8/26/2004 0:00:00,"Y","Y","N","N","Y","Y",22,24,68,43,62,25,56,41,9,58
"477014","ADDISON COUNTY HOME HEALTH & HOSPICE  INC","PO BOX 754","MIDDLEBURY","VT","05753","8023887259","Voluntary Non Profit - Private",4/22/1970 0:00:00,"Y","Y","Y","Y","Y","Y",26,15,53,58,57,37,54,37,24,57
"458160","ADDITIONAL KARE FOR KIDS INC","1201 EAST 15TH STREET SUITE 202","PLANO","TX","75074","9726335273","Proprietary",9/20/1994 0:00:00,"Y","N","N","N","Y","N",201,201,201,201,201,201,201,201,201,201
"267586","ADDS HEALTH SERVICES, LLC","720 UNION BLVD","SAINT LOUIS","MO","63108","3144549900","Proprietary",9/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"387146","ADDUS HEALTH CARE INC","8383 NE SANDY BLVD","PORTLAND","OR","97220","5032618599","Voluntary Non Profit - Private",1/9/2003 0:00:00,"Y","Y","Y","Y","Y","Y",36,48,61,63,67,45,57,21,16,74
"147716","ADDUS HEALTH CARE, INC.","906 SKYLINE DRIVE, SUITE 200","MARION","IL","62959","6189976565","Proprietary",11/26/2001 0:00:00,"Y","Y","Y","Y","Y","Y",35,33,51,49,53,36,47,28,22,68
"147683","ADDUS HEALTHCARE","20280 GOVERNORS HIGHWAY","OLYMPIA FIELDS","IL","60461","7082834240","Proprietary",6/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",42,48,55,57,58,43,59,31,21,68
"057511","ADDUS HEALTHCARE","1800 SUTTER STREET, STE 360","CONCORD","CA","94520","9256714100","Proprietary",11/2/1982 0:00:00,"Y","Y","Y","Y","Y","Y",47,65,51,56,69,47,61,19,23,77
"058095","ADDUS HEALTHCARE","1735 SPRUCE STREET, SUITE G","RIVERSIDE","CA","92507","9097743023","Proprietary",1/15/2002 0:00:00,"Y","Y","Y","N","Y","Y",37,55,35,52,57,28,53,28,8,71
"087033","ADDUS HEALTHCARE","1003 MATTLIND WAY","MILFORD","DE","19963","3024244842","Proprietary",9/30/1996 0:00:00,"Y","Y","Y","N","N","Y",23,26,42,67,46,32,54,42,23,53
"557272","ADDUS HEALTHCARE","817 COFFEE RD BLD B","MODESTO","CA","95355","2095783231","Proprietary",3/16/1993 0:00:00,"Y","Y","Y","Y","Y","Y",53,36,48,54,69,40,67,24,16,73
"058117","ADDUS HEALTHCARE, INC","2150 MAIN STREET #12","RED BLUFF","CA","96080","5305277227","Proprietary",4/18/2002 0:00:00,"Y","Y","Y","Y","Y","Y",47,50,53,56,61,44,59,27,24,69
"147799","ADDUS HEALTHCARE, INC","160 EAST MAIN STREET, SUITE 301","DECATUR","IL","62523","2174239860","Proprietary",3/24/2005 0:00:00,"Y","Y","N","N","N","Y",201,201,201,201,201,201,201,201,201,201
"367271","ADENA HOME CARE SERVICES","111 WEST WATER STREET","CHILLICOTHE","OH","45601","7407994663","Voluntary Non Profit - Private",1/8/1985 0:00:00,"Y","Y","Y","Y","Y","Y",35,45,49,50,48,30,49,30,23,64
"557735","ADEPT HOME HEALTH CARE","818 N MOUNTAIN AVENUE, SUITE 206","UPLAND","CA","91786","9099870088","Proprietary",9/27/1996 0:00:00,"Y","Y","Y","Y","Y","Y",27,39,35,41,48,19,51,42,16,52
"673103","ADIDEL HEALTHCARE SERVICES","9894 BISSONNET SUITE 825","HOUSTON","TX","77036","7137779196","Proprietary",12/30/2004 0:00:00,"Y","Y","Y","Y","Y","Y",77,69,199,199,88,90,90,5,5,95
"207049","ADMIRAL HOME CARE SERVICES","778 MAIN ST      STE 1","SO PORTLAND","ME","04106","2078281591","Proprietary",5/9/1995 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,59,5,38
"557635","ADMIRAL HOME HEALTH, INC","5220 CLARK AVE SUITE 125","LAKEWOOD","CA","90712","5624612080","Proprietary",11/14/1995 0:00:00,"Y","Y","Y","Y","Y","Y",44,53,55,64,59,40,61,23,22,74
"147296","ADULT CHILD REHAB CTR MCHENRY","708 WASHINGTON STREET","WOODSTOCK","IL","60098","8153381707","Voluntary Non Profit - Private",9/7/1984 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"147814","ADVANCARE HEALTHCARE SERVICES","3501 EAST 106TH STREET SUITE 100","CHICAGO","IL","60617","7737682800","Proprietary",5/22/2005 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201
"107668","ADVANCE HOME CARE INC","7400 SW 5OTH TERRACE, SUITE 100","MIAMI","FL","33155","3052660108","Proprietary",9/18/2001 0:00:00,"Y","Y","Y","Y","Y","Y",39,47,39,82,77,55,70,24,19,76
"147769","ADVANCE HOME HEALTH CARE, LTD","5772 W HIGGINS AVENUE, 2ND FLOOR","CHICAGO","IL","60630","7732059667","Proprietary",5/7/2004 0:00:00,"Y","Y","Y","Y","Y","Y",37,47,44,58,63,46,53,35,31,60
"557791","ADVANCE HOME HEALTH SERVICES","801 W VALLEY BLVD","ALHAMBRA","CA","91803","6262820765","Proprietary",4/2/1997 0:00:00,"Y","Y","Y","Y","Y","Y",36,37,48,69,65,36,56,26,20,72
"267525","ADVANCE MEDICAL SERVICES","680 CRAIG ROAD, SUITE 101","CREVE COEUR","MO","63141","3149930998","Proprietary",10/17/1996 0:00:00,"Y","Y","Y","Y","Y","Y",32,199,199,95,86,199,84,10,9,88
"497546","ADVANCED HEALTH SERVICES INC","58  NORTH WASHINGTON AVE STE 500","PULASKI","VA","24301","5409949811","Proprietary",7/15/1998 0:00:00,"Y","Y","Y","Y","Y","Y",65,78,51,89,61,42,71,20,19,80
"067221","ADVANCED HEALTHCARE SERVICES","1485 S COLORADO BOULEVARD #160","DENVER","CO","80222","3036913500","Proprietary",1/11/1994 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199
"397784","ADVANCED HH CARE SPECIALISTS","207 WEST GROVE STREET","DUNMORE","PA","18509","5703434100","Proprietary",5/24/2003 0:00:00,"Y","Y","Y","N","N","N",27,25,199,75,51,28,44,44,17,52
"453142","ADVANCED HOLISTIC HEALTH CARE SERVICES INC","9894 BISSONNET STREET SUITE 625","HOUSTON","TX","77036","7137780113","Proprietary",8/24/2004 0:00:00,"Y","Y","Y","Y","Y","Y",28,33,199,74,58,199,59,22,18,75
"347005","ADVANCED HOME CARE","8020 NORTHPOINT BLVD.","WINSTON-SALEM","NC","27106","3368963100","Voluntary Non Profit - Other",8/15/1966 0:00:00,"Y","Y","Y","Y","Y","Y",41,47,61,60,63,33,72,23,19,74
"347114","ADVANCED HOME CARE","1918 RANDOLPH RD, STE LL-50","CHARLOTTE","NC","28207","7043844130","Voluntary Non Profit - Other",7/19/1983 0:00:00,"Y","Y","Y","Y","Y","Y",32,44,51,58,57,30,58,25,21,72
"347122","ADVANCED HOME CARE","2732 ANNE ELIZABETH DRIVE","BURLINGTON","NC","27216","3365388500","Voluntary Non Profit - Private",9/7/1984 0:00:00,"Y","Y","Y","Y","Y","Y",33,62,60,63,55,26,59,23,21,74
"347125","ADVANCED HOME CARE","4001 PIEDMONT PARKWAY","HIGH POINT","NC","27265","3368788824","Voluntary Non Profit - Private",1/8/1985 0:00:00,"Y","Y","Y","Y","Y","Y",43,64,65,61,61,44,66,22,15,76
"367625","ADVANCED HOME CARE INC","4076 EAST MAIN STREET","COLUMBUS","OH","43213","6142310099","Proprietary",1/9/1995 0:00:00,"Y","Y","Y","Y","N","N",199,199,199,199,199,199,199,56,46,40
"327168","ADVANCED HOME CARE OF ROSWELL","315 WEST COUNTRY CLUB ROAD","ROSWELL","NM","88201","5056276256","Voluntary Non Profit - Private",6/30/1997 0:00:00,"Y","Y","Y","Y","Y","Y",52,64,49,82,71,50,77,12,17,81
"679161","ADVANCED HOME HEALTH","4208 REAR 19TH STREET","LUBBOCK","TX","79407","8067978099","Proprietary",9/6/2002 0:00:00,"Y","Y","Y","Y","N","Y",59,71,199,67,79,56,59,46,18,50
