ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing Care,Physical Therapy,Occupational Therapy,Speech Therapy,Medical Social Services,Home Health Aide Services,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room – without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
017149,ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY,"1400 URBAN CENTER DRIVE, SUITE 240",HOOVER,AL,35242,2053132800,VOLUNTARY NON-PROFIT - PRIVATE,7/12/2000,Y,Y,Y,Y,Y,Y,89,96,84,99,79,87,78,99,90,95,79,98,99,47,46,60,69,61,85,201,37,201,24
017151,GENTIVA HEALTH SERVICES,1328 GREENBRIER-DEAR ROAD,ANNISTON,AL,36207,2568357101,PROPRIETARY,10/5/2000,Y,Y,Y,Y,Y,Y,92,76,68,98,72,63,78,99,85,100,86,94,99,63,49,70,75,67,93,201,58,201,23
017152,GENTIVA HEALTH SERVICES,1025 FORT WILLIAMS,SYLACAUGA,AL,35150,2562494363,PROPRIETARY,10/5/2000,Y,Y,Y,Y,Y,Y,89,87,88,99,83,73,91,98,96,100,81,92,99,54,56,70,82,77,87,201,64,201,28
017153,COMFORT CARE HOME HEALTH,1249 5TH STREET SOUTHWEST,ALABASTER,AL,35007,2056850421,PROPRIETARY,3/20/2002,Y,Y,Y,Y,Y,Y,87,95,96,92,73,69,86,97,97,95,89,91,95,61,60,73,73,73,97,201,52,201,29
017154,AMEDISYS HOME HEALTH,"1900 CRESTWOOD BLVD, 1900 BLDG, SUITE 95",IRONDALE,AL,35210,2059300720,PROPRIETARY,2/20/2003,Y,Y,Y,Y,Y,Y,92,86,100,100,62,69,86,99,98,96,97,99,100,47,47,68,56,73,84,201,56,201,28
017155,ALACARE HOME HEALTH  & HOSPICE (MOBILE),"1201 MONTLIMAR DRIVE, SUITE 700",MOBILE,AL,36609,2513410707,PROPRIETARY,2/5/2004,Y,Y,Y,Y,Y,Y,91,84,30,71,50,57,76,86,80,199,62,76,98,48,48,63,56,65,90,201,48,201,33
017156,BAPTIST CITIZENS HOME HEALTH CARE,604 STONE AVENUE,TALLADEGA,AL,35160,2567614363,VOLUNTARY NON-PROFIT - CHURCH,8/25/2004,Y,Y,Y,Y,Y,Y,90,94,85,99,85,79,93,97,100,199,100,100,99,60,48,80,66,66,72,201,49,201,17
017157,AMEDISYS HOME HEALTH OF OPELIKA,"3320 SKYWAY DRIVE, SUITE 804",OPELIKA,AL,36801,3348877234,PROPRIETARY,3/9/2006,Y,Y,Y,Y,Y,Y,87,75,100,100,63,65,96,100,97,100,99,94,100,69,63,73,63,72,94,201,59,201,23
017158,AMEDISYS HOME HEALTH OF FORT PAYNE,501 GREENHILL BLVD SUITE 150,FORT PAYNE,AL,35967,2568448303,PROPRIETARY,7/11/2006,Y,Y,Y,Y,Y,Y,96,89,100,100,68,56,95,100,99,100,97,99,100,68,63,73,63,65,91,201,59,201,24
017159,AMEDISYS HOME HEALTH OF OZARK,"123 S PAINTER AVENUE, SUITE C",OZARK,AL,36360,3347740370,PROPRIETARY,7/26/2006,Y,Y,N,Y,Y,Y,94,83,99,100,61,50,88,100,99,199,98,94,100,61,47,67,65,75,97,201,61,201,30
017160,CARESOUTH HOMECARE PROFESSIONALS,4901 23RD BOULEVARD,VALLEY,AL,36854,3347566225,PROPRIETARY,9/13/2006,Y,Y,Y,N,N,Y,94,86,98,99,28,35,92,99,97,199,99,98,100,55,54,65,72,72,93,201,56,201,23
017161,GENTIVA HEALTH SERVICES,"185 CHATEAU DRIVE, SW, SUITE 102",HUNTSVILLE,AL,35801,2568813266,PROPRIETARY,3/15/2007,Y,Y,Y,Y,Y,Y,80,76,63,97,65,63,80,98,93,90,79,97,99,51,45,58,72,67,84,201,54,201,27
017163,AMEDISYS HOME HEALTH OF MONROEVILLE,15 MAYFIELD STREET,MONROEVILLE,AL,36460,2515759195,PROPRIETARY,4/12/2007,Y,Y,Y,Y,Y,Y,94,94,100,100,81,58,90,100,100,199,92,90,100,54,44,51,73,92,100,201,53,201,31
017164,GENTIVA HEALTH SERVICES,2740 HEADLAND AVE,DOTHAN,AL,36303,3349442290,PROPRIETARY,2/27/2008,Y,Y,Y,Y,N,Y,93,95,88,97,73,72,90,99,98,95,83,96,100,53,49,63,61,63,93,201,50,201,34
017165,AMEDISYS HOME HEALTH OF FLORENCE,"412 S COURT STREET, SUITE 403",FLORENCE,AL,35630,2567661817,PROPRIETARY,4/10/2008,Y,Y,Y,Y,Y,Y,93,84,100,100,60,45,90,100,98,100,87,96,100,63,51,67,61,73,93,201,57,201,32
017166,GENTIVA HEALTH SERVICES,118 6TH STREET SOUTH,CLANTON,AL,35045,2057559926,PROPRIETARY,5/11/2009,Y,Y,Y,Y,Y,Y,90,93,91,96,83,80,84,99,96,100,85,87,97,59,58,70,71,76,89,201,53,201,28
017167,GENTIVA HEALTH SERVICES,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,AL,35125,2053388440,PROPRIETARY,5/20/2009,Y,Y,Y,Y,Y,Y,90,89,81,18,46,45,87,97,93,100,69,82,96,57,51,69,66,78,84,201,45,201,28
017168,GENTIVA HEALTH SERVICES,67 EAST MIDTOWN PARK,MOBILE,AL,36606,2514761279,PROPRIETARY,5/21/2009,Y,Y,Y,Y,Y,Y,85,86,85,71,42,42,73,96,96,98,69,68,98,57,55,67,62,69,88,201,54,201,32
017169,CV HOME HEALTH SERVICES,17035 HWY 11 NORTH,VANCE,AL,35490,2055629615,PROPRIETARY,12/15/2010,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
017170,GENTIVA HEALTH SERVICES,1458 JONES DAIRY ROAD SUITE 100,JASPER,AL,35501,2052215234,PROPRIETARY,9/4/2009,Y,Y,Y,N,Y,Y,89,91,96,95,73,69,88,99,96,90,92,97,98,57,39,63,75,72,91,201,44,201,27
017171,GENTIVA HEALTH SERVICES,1217 CULLMAN SHOPPING CENTER NW,CULLMAN,AL,35055,2567392992,PROPRIETARY,9/2/2009,Y,Y,Y,Y,Y,Y,92,79,66,99,79,82,80,99,90,100,80,97,100,48,45,61,55,56,93,201,43,201,25
017172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",2035 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,2567392588,PROPRIETARY,6/30/2011,Y,Y,Y,Y,Y,Y,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
017300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,AL,35406,2057520606,PROPRIETARY,9/17/1976,Y,Y,Y,Y,Y,Y,92,89,100,100,74,71,93,100,98,100,94,88,100,64,53,74,64,65,92,201,58,201,30
017305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,AL,36205,2568359099,PROPRIETARY,9/20/1979,Y,Y,Y,Y,Y,Y,93,79,100,100,69,70,85,100,94,98,91,97,100,61,48,66,65,59,93,201,56,201,29
017307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE C",PHENIX CITY,AL,36867,7065762519,PROPRIETARY,5/4/1982,Y,Y,Y,Y,Y,Y,67,95,91,99,35,33,82,100,95,100,80,90,99,60,55,66,61,79,91,201,58,201,28
017319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,AL,36109,3342720313,PROPRIETARY,2/1/1994,Y,Y,Y,Y,Y,Y,90,80,100,100,47,43,77,100,97,100,85,86,100,57,51,68,67,69,94,201,51,201,27
017320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,AL,36701,8006474663,PROPRIETARY,10/31/1991,Y,Y,Y,Y,Y,Y,94,78,100,100,44,32,93,100,94,99,94,92,100,64,50,73,67,63,92,201,54,201,24
017323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,AL,36461,2517437328,GOVERNMENT - STATE/COUNTY,3/6/1995,Y,Y,Y,N,N,Y,92,93,100,97,78,81,91,90,96,95,97,99,96,52,46,61,58,59,87,201,45,201,42
017324,ALACARE HOME HEALTH AND HOSPICE,824 HIGHWAY 231 SOUTH,TROY,AL,36081,3345669238,PROPRIETARY,11/13/2002,Y,Y,Y,Y,Y,Y,91,87,27,90,56,48,79,96,89,94,79,91,98,56,49,61,57,59,91,201,46,201,35
017326,ALACARE HOME HEALTH & HOSPICE,"1690 BELTLINE ROAD, SUITE B",DECATUR,AL,35601,2563555746,PROPRIETARY,10/12/2001,Y,Y,Y,Y,Y,Y,86,84,26,83,48,43,76,92,93,93,80,92,98,54,51,65,58,55,90,201,48,201,33
017327,AMEDISYS HOME HEALTH OF WALKER,"4330 HIGHWAY 78 EAST, SUITE 208",JASPER,AL,35501,2052952434,PROPRIETARY,8/3/2005,Y,Y,Y,Y,Y,Y,96,97,100,99,71,69,97,100,100,199,99,98,100,59,51,67,69,66,94,201,54,201,28
017328,AMEDISYS HOME HEALTH OF BREWTON,109 ST JOSEPH AVENUE SUITE 2000,BREWTON,AL,36426,2518091717,PROPRIETARY,1/18/2006,Y,Y,Y,Y,Y,Y,96,88,100,100,88,79,92,100,98,199,96,97,100,79,70,79,74,79,94,201,76,201,26
017801,AUTAUGA COUNTY HOME CARE,219 NORTH COURT STREET,PRATTVILLE,AL,36067,3343613753,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,94,99,80,100,29,35,199,91,89,199,199,199,100,31,44,33,32,38,199,201,10,201,22
017803,BARBOUR COUNTY HOME CARE AGENCY,39 BROWDER STREET,CLAYTON,AL,36016,3347759044,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,96,94,83,100,56,32,61,99,79,97,78,75,100,55,40,52,52,53,90,201,29,201,23
017812,MARENGO COUNTY HOME CARE AGENCY,303 INDUSTRIAL DRIVE,LINDEN,AL,36748,3342950000,GOVERNMENT - STATE/COUNTY,10/14/1970,Y,Y,N,N,Y,Y,95,80,74,100,53,37,82,98,87,199,74,78,98,42,40,38,53,31,199,201,26,201,26
017814,CLAY COUNTY HOME CARE,"86892 HWY 9, PO BOX 309",LINEVILLE,AL,36266,2563969307,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,95,94,65,99,52,47,88,100,97,199,99,95,100,44,38,61,71,50,86,201,27,201,26
017816,COFFEE COUNTY HOME CARE,2841 NEAL METCALF ROAD,ENTERPRISE,AL,36330,3343479576,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,99,91,83,99,56,54,65,93,73,199,79,69,100,51,47,54,41,41,199,201,19,201,19
017817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,1000 SOUTH JACKSON HIGHWAY,SHEFFIELD,AL,35660,2563831234,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,N,Y,Y,99,93,96,100,66,55,96,99,95,98,97,100,100,68,60,80,76,46,84,201,68,201,21
017818,CONECUH COUNTY HOME CARE,115 RURAL STREET,EVERGREEN,AL,36401,2515785265,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,95,99,66,100,54,45,75,99,94,199,74,73,100,64,60,66,75,59,199,201,45,201,30
017824,DALLAS COUNTY HOME CARE,100 SAMUEL O. MOSLEY DR,SELMA,AL,36701,3348722323,GOVERNMENT - STATE/COUNTY,3/6/1969,Y,Y,N,N,Y,Y,92,93,42,100,41,9,84,99,87,100,83,78,99,41,34,14,38,25,199,201,23,201,26
017825,DEKALB COUNTY HOME CARE,2401 CALVIN DRIVE SOUTHWEST SUITE 200,FORT PAYNE,AL,35967,2568458680,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,91,85,62,99,79,77,93,99,98,96,98,99,99,71,60,73,61,57,88,201,55,201,15
017828,ETOWAH COUNTY HOME CARE,109 SOUTH 8TH STREET,GADSDEN,AL,35901,2565475012,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,78,91,73,98,77,58,95,97,99,199,99,99,98,38,35,48,41,28,81,201,34,201,28
017831,GENEVA COUNTY HOME CARE,606 SOUTH ACADEMY STREET,GENEVA,AL,36340,3346846578,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,100,96,81,100,80,71,61,94,62,199,66,57,100,51,38,45,32,38,199,201,22,201,18
017835,HOUSTON COUNTY HOME CARE,1781 E COTTONWOOD ROAD,DOTHAN,AL,36302,3346782805,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,N,Y,Y,96,85,75,99,58,59,67,94,80,86,68,64,100,42,44,43,52,37,82,201,29,201,27
017836,JACKSON COUNTY HOME CARE,204 LIBERTY LANE,SCOTTSBORO,AL,35769,2562593694,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,N,Y,Y,82,95,44,100,48,56,88,95,86,199,79,88,99,51,46,53,42,45,199,201,37,201,31
017847,MARION COUNTY HOME CARE,"2448 MILITARY STREET, SOUTH",HAMILTON,AL,35570,2059212859,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,99,99,99,100,71,77,99,98,99,100,100,100,100,62,50,74,61,60,87,201,58,201,12
017848,MARSHALL COUNTY HOME CARE,150 JUDY SMITH DRIVE,GUNTERSVILLE,AL,35976,2565828425,GOVERNMENT - STATE/COUNTY,3/26/1969,Y,Y,Y,N,Y,Y,91,83,53,100,77,78,82,100,86,199,84,91,100,46,48,51,44,38,72,201,32,201,29
017850,MONROE COUNTY HOME CARE,416 AGRICULTURE DRIVE,MONROEVILLE,AL,36460,2515752980,GOVERNMENT - STATE/COUNTY,8/14/1969,Y,Y,N,N,N,Y,87,92,64,100,54,57,59,98,80,199,74,73,100,59,52,63,48,49,199,201,30,201,22
017851,MONTGOMERY COUNTY HOME CARE,3060 MOBILE HIGHWAY,MONTGOMERY,AL,36108,3342936525,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,87,93,77,100,43,53,92,97,96,199,92,85,99,34,18,38,46,48,199,201,34,201,24
017855,PIKE COUNTY HOME CARE,900 SOUTH FRANKLIN DRIVE,TROY,AL,36081,3345668002,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,96,94,81,99,60,65,66,97,83,100,87,79,100,48,39,43,47,59,199,201,20,201,24
017856,RANDOLPH COUNTY HOME CARE,320 MAIN STREET,ROANOKE,AL,36274,3348638983,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,96,51,70,100,63,68,62,100,84,93,89,95,100,51,48,46,54,45,89,201,34,201,20
017857,RUSSELL COUNTY HOME CARE,1850 CRAWFORD ROAD,PHENIX CITY,AL,36868,3342985581,GOVERNMENT - STATE/COUNTY,3/9/1971,Y,Y,Y,Y,Y,Y,89,94,99,98,78,50,82,100,84,199,84,91,99,35,28,43,29,30,199,201,18,201,27
017861,TALLADEGA COUNTY HOME CARE AGENCY,311 NORTH ELM AVENUE,SYLACAUGA,AL,35150,2562494893,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,91,96,87,100,52,46,99,99,100,96,99,99,99,46,35,49,44,47,85,201,31,201,18
017863,TUSCALOOSA COUNTY HOME CARE,2350 HARGROVE ROAD EAST,TUSCALOOSA,AL,35405,2055544520,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,N,N,Y,Y,91,97,76,99,60,42,100,99,100,199,99,100,100,43,35,52,44,39,199,201,42,201,34
017865,WASHINGTON COUNTY HOME CARE,2024 GRANADE AVENUE,CHATOM,AL,36518,2518472257,GOVERNMENT - STATE/COUNTY,1/10/1969,Y,N,Y,N,Y,Y,99,89,80,100,59,49,86,100,89,199,86,82,99,72,60,66,58,58,199,201,54,201,19
017867,WINSTON COUNTY HOME CARE,110 LEGION ROAD,DOUBLE SPRINGS,AL,35553,2054863159,GOVERNMENT - STATE/COUNTY,7/1/1966,Y,Y,Y,Y,Y,Y,99,97,94,100,75,72,98,96,100,100,99,100,100,67,66,85,74,71,92,201,66,201,12
017872,LAMAR COUNTY HOME CARE,300 SPRINGFIELD ROAD,VERNON,AL,35592,2056956916,GOVERNMENT - STATE/COUNTY,5/2/1985,Y,Y,N,N,Y,Y,99,97,79,98,57,32,99,100,100,199,100,100,100,51,43,49,45,32,94,201,33,201,31
017873,MORGAN COUNTY HOME CARE AGENCY,"201 GORDON DRIVE SE, SUITE 107",DECATUR,AL,35601,2563062400,GOVERNMENT - STATE/COUNTY,2/25/1987,Y,Y,N,N,Y,Y,89,96,48,100,62,60,66,96,89,199,82,87,100,51,39,38,51,34,199,201,16,201,40
017874,LIMESTONE COUNTY HOME CARE,20371 CLYDE MABRY DRIVE,ATHENS,AL,35611,2562300434,GOVERNMENT - STATE/COUNTY,4/6/1988,Y,Y,Y,N,Y,Y,95,82,80,100,68,64,93,97,99,199,99,95,100,37,30,37,45,23,199,201,22,201,26
017875,CULLMAN COUNTY HOME CARE,601 LOGAN AVENUE SW,CULLMAN,AL,35055,2567340258,GOVERNMENT - STATE/COUNTY,10/1/1970,Y,Y,Y,N,Y,Y,81,98,86,99,66,65,79,99,94,100,92,90,99,33,32,42,37,39,199,201,32,201,25
017876,LAWRENCE COUNTY HOME CARE,"13299 ALABAMA HIGHWAY 157, P O BOX 308",MOULTON,AL,35650,2569747076,GOVERNMENT - STATE/COUNTY,4/5/1988,Y,Y,N,N,Y,Y,89,80,52,100,59,53,86,100,88,199,83,88,100,39,26,32,43,31,199,201,25,201,27
027001,PROVIDENCE IN HOME SERVICES,"4001 DALE STREET, SUITE 101",ANCHORAGE,AK,99508,9075630130,VOLUNTARY NON-PROFIT - CHURCH,5/17/1982,Y,Y,Y,Y,Y,Y,69,72,72,95,67,67,88,96,96,93,86,97,100,42,36,55,63,61,80,201,39,201,15
027002,HOSPICE & HOME CARE OF JUNEAU,419 SIXTH STREET,JUNEAU,AK,99801,9074633113,VOLUNTARY NON-PROFIT - PRIVATE,12/27/1982,Y,Y,Y,Y,Y,Y,77,64,90,23,45,31,52,75,72,199,82,74,65,50,52,64,43,60,199,201,44,201,27
027006,FAIRBANKS MEMORIAL HOSPITAL HHA,"1302 21ST AVENUE, FLOOR 2",FAIRBANKS,AK,99701,9074585410,VOLUNTARY NON-PROFIT - OTHER,9/19/1985,Y,Y,Y,Y,N,Y,98,96,99,99,59,56,100,100,100,100,100,100,99,51,57,54,61,68,199,201,45,201,26
027007,SITKA COMMUNITY HOSPITAL HHA,209 MOLLER AVENUE,SITKA,AK,99835,9077471750,GOVERNMENT - LOCAL,9/26/1985,Y,Y,Y,Y,N,Y,82,71,100,88,75,63,199,100,100,199,199,100,97,199,199,58,199,199,199,201,199,201,29
027008,MAT-SU REGIONAL HOME CARE,"950 E BOGARD, STE 132",WASILLA,AK,99654,9078616000,PROPRIETARY,1/22/1987,Y,Y,Y,Y,Y,Y,76,81,99,87,40,45,90,96,100,199,94,94,98,46,47,61,62,67,92,201,44,201,28
027009,PETERSBURG MEDICAL CENTER HOME,P.O. BOX 589,PETERSBURG,AK,99833,9077724291,GOVERNMENT - LOCAL,7/21/1987,Y,Y,Y,N,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
027010,SOUTH PENINSULA HOSPITAL HHA,"203 WEST PIONEER AVENUE, SUITE 1",HOMER,AK,99603,9072350369,VOLUNTARY NON-PROFIT - OTHER,2/20/1990,Y,Y,Y,N,Y,Y,90,64,100,75,80,30,199,83,93,199,199,92,98,50,199,60,57,199,199,201,52,201,32
027014,KETCHIKAN GENERAL HOSPITAL HHA,126 WASHINGTON STREET,KETCHIKAN,AK,99901,9072258914,VOLUNTARY NON-PROFIT - CHURCH,3/4/1993,Y,Y,Y,Y,Y,Y,96,95,99,98,67,72,100,99,98,199,98,100,100,53,35,52,56,51,199,201,36,201,25
027020,"1ST CHOICE HOME HEALTH CARE, INC",159 E REDOUBT AVENUE,SOLDOTNA,AK,99669,9072605959,PROPRIETARY,1/2/1996,Y,Y,N,Y,Y,Y,81,92,80,97,53,43,99,98,100,199,98,100,100,49,46,56,44,61,86,201,43,201,23
027021,PROVIDENCE KODIAK HOME HEALTH,1915 REZANOF DRIVE,KODIAK,AK,99615,9074869545,VOLUNTARY NON-PROFIT - CHURCH,12/21/1995,Y,Y,Y,Y,Y,Y,98,92,100,85,65,58,199,98,81,199,79,82,94,31,199,47,61,61,199,201,25,201,26
027022,AMEDISYS HOME HEALTH CARE,"3909 ARCTIC BLVD, SUITE 102",ANCHORAGE,AK,99503,9072721275,PROPRIETARY,5/7/1996,Y,Y,Y,Y,N,N,59,74,99,100,70,66,80,98,96,199,96,88,100,58,60,66,66,72,100,201,55,201,25
027024,SOUTHCENTRAL FOUNDATION HOME BASED SERVICES CERTIF,4160 TUDOR CENTRE DRIVE,ANCHORAGE,AK,99508,9077292490,VOLUNTARY NON-PROFIT - OTHER,7/17/1996,Y,N,N,N,Y,Y,90,61,98,89,71,79,88,97,99,199,97,100,89,62,56,63,59,75,95,201,48,201,34
027032,"MAXIM HEALTHCARE SERVICES, INC","711 H STREET, SUITE 100",ANCHORAGE,AK,99501,9077700862,PROPRIETARY,8/23/2006,Y,Y,N,N,Y,Y,75,97,100,99,51,48,98,100,99,199,99,100,99,41,54,58,79,66,97,201,39,201,22
037011,AMEDISYS HOME HEALTH OF SURPRISE,"14239 WEST BELL ROAD, SUITE 219",SURPRISE,AZ,85374,6239747810,PROPRIETARY,9/1/1972,Y,Y,Y,Y,Y,Y,85,91,100,100,81,82,93,100,100,100,96,97,100,49,46,63,64,68,83,201,48,201,32
037015,BANNER HOME CARE,"275 EAST GERMANN ROAD, SUITE 110S",GILBERT,AZ,85297,4806571000,VOLUNTARY NON-PROFIT - PRIVATE,12/19/1977,Y,Y,Y,Y,Y,Y,92,90,99,100,55,48,97,98,98,94,96,100,98,47,45,60,56,57,80,201,38,201,25
037016,INTERIM HEALTHCARE,"5055 EAST BROADWAY, SUITE D-104",TUCSON,AZ,85711,5207471800,PROPRIETARY,11/28/1979,Y,Y,Y,Y,Y,Y,79,80,99,91,88,83,90,96,98,76,95,99,91,56,68,66,51,72,87,201,46,201,22
037020,HOSPICE OF THE VALLEY HOME HEALTH AGENCY,1510 EAST FLOWER,PHOENIX,AZ,85014,6025306900,VOLUNTARY NON-PROFIT - PRIVATE,12/8/1980,Y,Y,Y,Y,Y,Y,63,95,99,88,69,69,96,94,97,199,99,99,99,41,46,52,55,54,70,201,28,201,24
037024,SCOTTSDALE HEALTHCARE HOME HEALTH,"5111 NORTH SCOTTSDALE ROAD, SUITE 143",SCOTTSDALE,AZ,85250,4808824222,VOLUNTARY NON-PROFIT - OTHER,11/1/1981,Y,Y,Y,Y,Y,Y,96,89,91,97,82,80,95,95,99,98,93,100,100,66,60,70,68,70,85,201,48,201,26
037027,SUMMIT HEALTHCARE HOME HEALTH,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,9285376900,VOLUNTARY NON-PROFIT - PRIVATE,9/15/1982,Y,Y,Y,N,Y,Y,75,72,96,95,70,81,93,95,99,199,96,93,95,49,42,67,51,67,84,201,61,201,22
037028,HORIZON HOME CARE,"971 NORTH JASON LOPEZ CIRCLE , BUILDING E",FLORENCE,AZ,85232,5208664500,GOVERNMENT - STATE/COUNTY,9/10/1982,Y,Y,Y,N,Y,Y,100,43,96,85,70,77,87,89,95,199,89,91,75,38,38,51,53,74,199,201,40,201,29
037030,"BAYADA NURSES, INC",3262 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,9287595900,VOLUNTARY NON-PROFIT - PRIVATE,12/29/1982,Y,Y,Y,Y,Y,Y,98,92,99,99,60,67,92,99,98,94,86,99,99,44,49,64,58,61,88,201,39,201,25
037036,GENTIVA HEALTH SERVICES,"6400 EAST EL DORADO CIRCLE, SUITE 120",TUCSON,AZ,85715,5207311333,PROPRIETARY,1/27/1983,Y,Y,Y,Y,Y,Y,91,92,82,99,67,69,86,99,99,96,95,96,99,61,55,69,59,68,86,201,49,201,24
037037,GENTIVA HEALTH SERVICES,"14050 NORTH 83RD AVENUE, SUITE 150",PEORIA,AZ,85381,6239797471,PROPRIETARY,3/21/1983,Y,Y,Y,Y,Y,Y,88,82,89,95,54,49,50,99,91,96,49,64,97,53,51,65,55,73,59,201,53,201,25
037042,NORTHERN ARIZONA HOMECARE COTTONWOOD,"203 SOUTH CANDY LANE, SUITE 10 B",COTTONWOOD,AZ,86326,9286396674,VOLUNTARY NON-PROFIT - OTHER,11/30/1983,Y,Y,Y,Y,Y,Y,99,71,96,80,52,45,31,98,86,199,59,82,94,45,51,60,60,64,85,201,43,201,21
037047,NORTHERN ARIZONA HOMECARE FLAGSTAFF,"107 EAST OAK AVENUE, SUITE 102A",FLAGSTAFF,AZ,86001,9287732238,VOLUNTARY NON-PROFIT - OTHER,1/26/1984,Y,Y,N,Y,Y,Y,93,85,64,78,22,12,47,89,74,199,51,42,75,51,64,68,52,64,76,201,41,201,23
037050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,1790 SYCAMORE AVENUE,KINGMAN,AZ,86401,9286924630,VOLUNTARY NON-PROFIT - OTHER,4/17/1984,Y,Y,Y,Y,Y,Y,83,90,99,99,72,64,100,100,100,93,100,100,99,47,46,64,65,65,84,201,49,201,27
037052,UNIVERSITY MEDICAL CENTER HOME HEALTH,"655 EAST RIVER ROAD, SUITE B209",TUCSON,AZ,85704,5206944663,VOLUNTARY NON-PROFIT - PRIVATE,3/15/1984,Y,Y,Y,Y,Y,Y,87,89,98,90,65,68,87,99,95,100,91,86,97,48,53,60,52,66,83,201,46,201,31
037057,HAVASU REGIONAL MED CENTER HOME HEALTH,"1851 MESQUITE BOULEVARD, SUITE 206",LAKE HAVASU CITY,AZ,86403,9286801209,PROPRIETARY,7/27/1984,Y,Y,Y,Y,Y,Y,83,90,99,97,76,77,97,97,99,100,99,97,96,52,69,67,66,63,89,201,52,201,30
037068,BAYADA NURSES,"706 EAST BELL ROAD, SUITE 101",PHOENIX,AZ,85022,6028706364,PROPRIETARY,2/6/1985,Y,Y,Y,Y,Y,Y,92,84,95,92,77,76,90,94,98,98,98,96,93,41,49,60,64,70,79,201,44,201,25
