ProviderNum,ProviderName,StreetAddress,City,State,ZipCode,Telephone,OwnershipType,DateCertified,Nursing,Physical,Occupational Therapy,Speech Therapy,Medical Social,Home Health Aide,How often the home health team began their patients’ care in a timely manner. ,How often the home health team taught patients (or their family caregivers) about their drugs. ,How often the home health team checked patients’ risk of falling. ,How often the home health team checked patients for depression. ,How often the home health team determined whether patients received a flu shot for the current flu season. ,How often the home health team determined whether their patients received a pneumococcal vaccine (pneumonia shot). ,"For patients with diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care. ",How often the home health team checked patients for pain. ,How often the home health team treated their patients’ pain.  ,How often the home health team treated heart failure (weakening of the heart) patients’ symptoms. ,How often the home health team took doctor-ordered action to prevent pressure sores (bed sores). ,How often the home health team included treatments to prevent pressure sores (bed sores) in the plan of care. ,How often the home health team checked patients for the risk of developing pressure sores (bed sores). ,How often patients got better at walking or moving around.,How often patients got better at getting in and out of bed. ,How often patients got better at bathing.,How often patients had less pain when moving around ,How often patients’ breathing improved. ,How often patients’ wounds improved or healed after an operation.,How often patients had more pressure sores (bed sores) when home health care ended.,How often patients got better at taking their drugs correctly by mouth. ,"How often patients receiving home health care needed any urgent, unplanned care in the hospital emergency room without being admitted to the hospital. ",How often home health patients had to be admitted to the hospital 
17152,MID-SOUTH HOME HEALTH,1025 FORT WILLIAMS,SYLACAUGA,AL,35150,2562494363,Proprietary,10/5/00 0:00,Y,Y,Y,Y,Y,Y,92,82,99,94,71,57,85,97,77,199,91,88,95,51,68,65,87,67,93,201,43,201,38
17153,COMFORT CARE HOME HEALTH,1249 5TH STREET SOUTHWEST,ALABASTER,AL,35007,2056850421,Proprietary,3/20/02 0:00,Y,Y,Y,Y,Y,Y,84,92,99,94,58,55,83,99,94,94,84,93,95,47,54,70,69,56,91,201,44,201,37
17154,TENDER LOVING CARE,"1900 CRESTWOOD BLVD, 1900 BLDG, SUITE 95",IRONDALE,AL,35210,2059300720,Proprietary,2/20/03 0:00,Y,Y,Y,Y,Y,Y,84,73,100,100,84,83,82,100,95,199,93,91,100,39,43,57,69,63,80,201,44,201,30
17155,ALACARE HOME HEALTH  & HOSPICE (MOBILE),"1201 MONTLIMAR DRIVE, SUITE 700",MOBILE,AL,36609,2513410707,Proprietary,2/5/04 0:00,Y,Y,Y,Y,Y,Y,83,78,90,39,77,64,78,87,96,199,83,83,96,51,65,73,67,73,92,201,51,201,40
17156,BAPTIST CITIZENS HOME HEALTH CARE,604 STONE AVENUE,TALLADEGA,AL,35160,2567614363,Religious Affiliations,8/25/04 0:00,Y,Y,Y,Y,Y,Y,92,94,94,99,80,72,85,100,93,199,86,98,97,49,57,75,52,65,78,201,44,201,16
17157,AMEDISYS HOME HEALTH OF OPELIKA,"3320 SKYWAY DRIVE, SUITE 804",OPELIKA,AL,36801,3348877234,Proprietary,3/9/06 0:00,Y,Y,Y,Y,Y,Y,89,85,99,99,65,67,100,100,99,199,100,93,100,52,55,74,74,57,84,201,41,201,26
17158,AMEDISYS HOME HEALTH OF FORT PAYNE,501 GREENHILL BLVD SUITE 150,FORT PAYNE,AL,35967,2568448303,Proprietary,7/11/06 0:00,Y,Y,Y,Y,Y,Y,89,91,100,100,81,53,81,100,98,199,94,99,100,53,48,71,66,58,87,201,48,201,32
17159,AMEDISYS HOME HEALTH OF OZARK,"123 S PAINTER AVENUE, SUITE C",OZARK,AL,36360,3347740370,Proprietary,7/26/06 0:00,Y,Y,N,Y,Y,Y,96,87,100,100,53,28,90,100,95,199,87,97,99,45,43,65,70,65,89,201,46,201,33
17160,CARESOUTH HOMECARE PROFESSIONALS,4901 23RD BOULEVARD,VALLEY,AL,36854,3347566225,Proprietary,9/13/06 0:00,Y,Y,Y,N,N,Y,91,84,97,92,73,69,73,97,96,199,84,96,100,53,61,67,71,62,98,201,38,201,27
17161,MID-SOUTH HOME HEALTH AGENCY,"303 WILLIAMS AVENUE, PARK PLAZA SUITE 921 & 922",HUNTSVILLE,AL,35801,2565367420,Proprietary,3/15/07 0:00,Y,Y,Y,Y,Y,Y,79,87,99,97,67,63,92,99,95,100,96,97,100,44,44,66,59,64,81,201,42,201,30
17163,AMEDISYS HOME HEALTH OF MONROEVILLE,23 MAYFIELD STREET,MONROEVILLE,AL,36460,2515759195,Proprietary,4/12/07 0:00,Y,Y,Y,Y,Y,Y,96,97,100,100,54,44,88,99,96,199,73,67,100,57,51,69,87,72,94,201,57,201,31
17164,MID-SOUTH HOME HEALTH,2740 HEADLAND AVE,DOTHAN,AL,36303,3349442290,Proprietary,2/27/08 0:00,Y,Y,Y,Y,Y,Y,94,92,97,70,74,64,87,94,96,199,80,81,98,50,62,65,61,61,94,201,44,201,40
17165,AMEDISYS HOME HEALTH OF FLORENCE,"412 S COURT STREET, SUITE 403",FLORENCE,AL,35630,2567661817,Proprietary,4/10/08 0:00,Y,Y,Y,Y,Y,Y,85,79,100,100,62,57,84,100,97,199,89,90,100,61,61,83,74,73,90,201,57,201,35
17166,"MID-SOUTH HOME HEALTH AGENCY, INC",118 6TH STREET SOUTH,CLANTON,AL,35045,2057559926,Proprietary,5/11/09 0:00,Y,Y,Y,Y,Y,Y,86,87,97,86,55,68,80,99,91,199,71,77,93,44,63,62,58,71,98,201,43,201,42
17167,MID SOUTH HOME HEALTH AGENCY INC,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,AL,35125,2053388440,Proprietary,5/20/09 0:00,Y,Y,Y,Y,Y,Y,88,83,98,0,23,19,67,99,92,199,75,90,87,48,62,74,65,72,94,201,49,201,35
17168,"MID-SOUTH HOME HEALTH AGENCY, INC",67 EAST MIDTOWN PARK,MOBILE,AL,36606,2514761279,Proprietary,5/21/09 0:00,Y,Y,Y,Y,Y,Y,84,81,94,58,42,38,61,92,92,100,49,48,96,46,49,70,66,70,98,201,47,201,39
17170,MID-SOUTH HOME HEALTH AGENCY INC,1458 JONES DAIRY ROAD SUITE 100,JASPER,AL,35501,2052215234,Proprietary,9/4/09 0:00,Y,Y,Y,N,Y,Y,81,90,94,81,43,42,89,99,96,83,94,92,96,44,29,59,45,49,75,201,42,201,34
17171,MID-SOUTH HOME HEALTH AGENCY INC,1217 CULLMAN SHOPPING CENTER NW,CULLMAN,AL,35055,2567392992,Proprietary,9/2/09 0:00,Y,Y,Y,Y,Y,Y,87,78,81,94,76,74,89,99,95,90,91,93,97,40,36,57,36,62,199,201,199,201,51
17300,AMEDISYS HOME HEALTH OF TUSCAL,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,AL,35406,2057520606,Proprietary,9/17/76 0:00,Y,Y,Y,Y,Y,Y,90,79,100,99,69,56,87,100,97,96,90,88,100,54,50,74,61,57,89,201,54,201,34
17305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,AL,36205,2568359099,Proprietary,9/20/79 0:00,Y,Y,Y,Y,Y,Y,92,80,100,100,71,65,86,100,94,99,92,98,100,53,51,76,63,58,90,201,54,201,37
17307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE C",PHENIX CITY,AL,36867,7065762519,Proprietary,5/4/82 0:00,Y,Y,Y,Y,Y,Y,75,91,99,89,63,54,65,100,94,199,77,69,93,50,49,65,61,59,95,201,46,201,32
17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,AL,36109,3342720313,Proprietary,2/1/94 0:00,Y,Y,Y,Y,Y,Y,92,67,100,100,46,41,75,99,92,91,83,89,100,53,52,74,66,65,91,201,57,201,31
17320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,AL,36701,8006474663,Proprietary,10/31/91 0:00,Y,Y,Y,Y,Y,Y,95,72,100,100,43,23,78,100,88,98,54,70,100,56,55,78,73,68,93,201,52,201,32
17323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,AL,36461,2517437328,Other,3/6/95 0:00,Y,Y,Y,N,N,Y,87,91,98,96,70,66,93,96,99,199,92,98,96,43,49,62,41,47,85,201,45,201,44
17324,ALACARE HOME HEALTH AND HOSPICE,824 HIGHWAY 231 SOUTH,TROY,AL,36081,3345669238,Proprietary,11/13/02 0:00,Y,Y,Y,Y,Y,Y,89,83,92,75,58,47,78,95,83,95,78,81,97,46,48,64,65,53,93,201,42,201,41
17326,ALACARE HOME HEALTH & HOSPICE,2708-1 6TH AVE SE SUITE B,DECATUR,AL,35603,2563555746,Proprietary,10/12/01 0:00,Y,Y,Y,Y,Y,Y,83,83,88,53,39,34,78,90,92,98,79,80,97,52,59,69,68,65,91,201,46,201,38
17327,AMEDISYS HOME HEALTH OF WALKER,"4330 HIGHWAY 78 EAST, SUITE 208",JASPER,AL,35501,2052952434,Proprietary,8/3/05 0:00,Y,Y,Y,Y,Y,Y,94,90,100,99,76,74,97,99,99,199,98,100,100,61,58,80,74,66,92,201,58,201,34
17328,AMEDISYS HOME HEALTH OF BREWTON,109 ST JOSEPH AVENUE SUITE 2000,BREWTON,AL,36426,2518091717,Proprietary,1/18/06 0:00,Y,Y,Y,Y,Y,Y,94,84,99,100,91,89,92,99,94,199,97,97,99,51,45,71,63,63,81,201,49,201,39
17801,AUTAUGA COUNTY HOME CARE,219 NORTH COURT STREET,PRATTVILLE,AL,36067,3343613753,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,97,100,199,100,65,44,199,100,100,199,199,199,100,29,33,33,42,35,199,201,30,201,24
17803,BARBOUR COUNTY HOME CARE,25 NORTH MIDWAY STREET,CLAYTON,AL,36016,3347759044,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,95,94,100,100,55,30,98,99,94,199,96,93,100,41,42,58,43,48,94,201,29,201,20
17812,MARENGO COUNTY HOME CARE AGENCY,303 INDUSTRIAL DRIVE,LINDEN,AL,36748,3342950000,State/County,10/14/70 0:00,Y,Y,N,N,Y,Y,98,70,91,100,61,26,199,98,91,199,199,199,98,40,49,45,68,48,89,201,46,201,22
17814,CLAY COUNTY HOME CARE,86892 HWY 9,LINEVILLE,AL,36266,2563969307,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,94,77,100,99,50,43,97,99,93,199,199,96,100,30,40,51,54,34,86,201,27,201,19
17816,COFFEE COUNTY HOME CARE,2841 NEAL METCALF ROAD,ENTERPRISE,AL,36330,3343479576,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,99,98,100,100,53,52,100,100,95,199,100,100,100,38,53,52,35,49,97,201,15,201,29
17817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,1000 SOUTH JACKSON HIGHWAY,SHEFFIELD,AL,35660,2563831234,State/County,7/1/66 0:00,Y,Y,N,Y,Y,Y,93,98,100,100,58,48,100,100,100,199,99,100,100,51,64,66,78,54,91,201,38,201,31
17818,CONECUH COUNTY HOME CARE,115 RURAL STREET,EVERGREEN,AL,36401,2515785265,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,93,100,100,100,40,46,96,97,98,199,199,100,100,48,58,68,82,62,199,201,60,201,24
17824,DALLAS COUNTY HOME CARE,100 SAMUEL O. MOSLEY DR,SELMA,AL,36701,3348722323,State/County,3/6/69 0:00,Y,Y,N,N,Y,Y,95,94,95,100,32,24,97,98,98,199,96,100,100,37,32,33,64,47,92,201,47,201,14
17825,DEKALB COUNTY HOME CARE,2401 CALVIN DRIVE SOUTHWEST SUITE 200,FORT PAYNE,AL,35967,2568458680,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,91,88,97,99,81,74,97,100,99,100,100,98,100,47,51,67,54,54,85,201,41,201,21
17828,ETOWAH COUNTY HOME CARE,109 SOUTH 8TH STREET,GADSDEN,AL,35901,2565475012,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,90,88,100,99,50,35,86,97,95,199,88,99,97,34,33,46,44,34,86,201,32,201,26
17831,GENEVA COUNTY HOME CARE,606 SOUTH ACADEMY STREET,GENEVA,AL,36340,3346846578,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,98,98,100,98,81,72,97,94,98,199,100,98,100,36,36,41,23,26,89,201,24,201,14
17835,HOUSTON COUNTY HOME CARE,1781 E COTTONWOOD ROAD,DOTHAN,AL,36302,3346782805,State/County,7/1/66 0:00,Y,Y,Y,N,Y,Y,93,85,100,100,56,49,90,100,97,199,94,100,100,40,48,51,44,37,82,201,29,201,19
17836,JACKSON COUNTY HOME CARE,204 LIBERTY LANE,SCOTTSBORO,AL,35769,2562593694,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,76,97,98,100,54,46,91,99,92,199,92,100,100,33,42,43,40,35,89,201,21,201,25
17847,MARION COUNTY HOME CARE,"2448 MILITARY STREET, SOUTH",HAMILTON,AL,35570,2059212859,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,99,98,100,100,62,65,100,100,98,199,96,100,100,59,57,78,74,78,69,201,53,201,12
17848,MARSHALL COUNTY HOME CARE,150 JUDY SMITH DRIVE,GUNTERSVILLE,AL,35976,2565828425,State/County,3/26/69 0:00,Y,Y,Y,N,Y,Y,84,96,100,100,74,85,97,100,96,199,88,96,100,45,39,48,36,38,83,201,35,201,28
17850,MONROE COUNTY HOME CARE,416 AGRICULTURE DRIVE,MONROEVILLE,AL,36460,2515752980,State/County,8/14/69 0:00,Y,Y,N,N,Y,Y,92,95,100,97,59,48,98,100,98,199,96,94,100,38,41,54,52,41,199,201,29,201,16
17851,MONTGOMERY COUNTY HOME CARE,3060 MOBILE HIGHWAY,MONTGOMERY,AL,36108,3342936525,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,96,86,199,96,199,36,199,83,199,199,199,199,100,22,39,26,31,35,199,201,30,201,12
17855,PIKE COUNTY HOME CARE,900 SOUTH FRANKLIN DRIVE,TROY,AL,36081,3345668002,State/County,7/1/66 0:00,Y,Y,N,N,Y,Y,95,86,100,100,60,63,100,100,100,199,100,100,100,32,38,39,36,35,96,201,17,201,16
17856,RANDOLPH COUNTY HOME CARE,320 MAIN STREET,ROANOKE,AL,36274,3348638983,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,95,59,100,100,67,58,94,98,92,97,86,100,100,36,56,53,58,55,86,201,41,201,16
17857,RUSSELL COUNTY HOME CARE,1850 CRAWFORD ROAD,PHENIX CITY,AL,36868,3342985581,State/County,3/9/71 0:00,Y,Y,Y,Y,Y,Y,100,84,97,100,62,38,199,100,97,199,80,96,100,30,27,41,40,26,67,201,22,201,9
17861,TALLADEGA COUNTY HOME CARE AGENCY,311 NORTH ELM AVENUE,SYLACAUGA,AL,35150,2562494893,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,94,87,100,100,43,37,98,99,98,199,100,95,100,35,38,46,50,38,92,201,32,201,24
17863,TUSCALOOSA COUNTY HOME CARE,2350 HARGROVE ROAD EAST,TUSCALOOSA,AL,35405,2055544520,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,90,94,98,100,52,48,93,96,99,199,100,97,96,42,43,59,46,49,89,201,51,201,25
17865,WASHINGTON COUNTY HOME CARE,2024 GRANADE AVENUE,CHATOM,AL,36518,2518472257,State/County,1/10/69 0:00,Y,N,Y,N,Y,Y,97,96,100,100,48,28,199,100,199,199,199,199,100,59,55,72,94,79,199,201,67,201,12
17867,WINSTON COUNTY HOME CARE,110 LEGION ROAD,DOUBLE SPRINGS,AL,35553,2054863159,State/County,7/1/66 0:00,Y,Y,Y,Y,Y,Y,99,96,97,100,64,65,83,92,99,199,96,99,100,55,76,81,69,72,79,201,66,201,9
17872,LAMAR COUNTY HOME CARE,300 SPRINGFIELD ROAD,VERNON,AL,35592,2056956916,State/County,5/2/85 0:00,Y,Y,N,N,Y,Y,96,93,100,100,70,27,94,98,99,199,99,100,100,42,46,61,70,49,93,201,41,201,18
17873,MORGAN COUNTY HOME CARE AGENCY,"201 GORDON DRIVE SE, SUITE 107",DECATUR,AL,35601,2563062400,State/County,2/25/87 0:00,Y,Y,N,N,Y,Y,95,100,100,100,73,75,100,100,100,199,100,100,100,45,34,38,51,40,95,201,34,201,28
17874,LIMESTONE COUNTY HOME CARE,20371 CLYDE MABRY DRIVE,ATHENS,AL,35611,2562300434,State/County,4/6/88 0:00,Y,Y,N,N,Y,Y,94,86,99,100,61,60,95,95,100,199,100,100,96,43,51,58,80,61,92,201,39,201,23
17875,CULLMAN COUNTY HOME CARE,601 LOGAN AVENUE SW,CULLMAN,AL,35055,2567340258,State/County,10/1/70 0:00,Y,Y,Y,Y,Y,Y,85,98,100,100,79,54,100,100,97,199,100,100,100,28,29,43,37,33,199,201,27,201,16
17876,LAWRENCE COUNTY HOME CARE,"13299 ALABAMA HIGHWAY 157, P O BOX 308",MOULTON,AL,35650,2569747076,State/County,4/5/88 0:00,Y,Y,N,N,Y,Y,79,91,100,99,54,46,100,100,100,199,100,100,99,33,35,47,75,67,50,201,38,201,20
27001,PROVIDENCE IN HOME SERVICES,"4001 DALE STREET, SUITE 101",ANCHORAGE,AK,99508,9075630130,Religious Affiliations,5/17/82 0:00,Y,Y,Y,Y,Y,Y,70,62,99,99,79,70,86,98,89,100,86,94,98,33,34,56,50,55,62,201,34,201,20
27002,HOSPICE & HOME CARE OF JUNEAU,419 SIXTH STREET,JUNEAU,AK,99801,9074633113,Private,12/27/82 0:00,Y,Y,Y,Y,Y,Y,79,75,77,33,199,21,199,61,199,199,199,81,76,56,66,73,73,62,199,201,37,201,26
27006,FAIRBANKS MEMORIAL HOSPITAL HHA,"1302 21ST AVENUE, FLOOR 2",FAIRBANKS,AK,99701,9074585410,Other,9/19/85 0:00,Y,Y,Y,Y,N,Y,85,76,97,94,70,60,93,92,98,199,98,100,90,42,60,62,57,51,97,201,45,201,25
27007,SITKA COMMUNITY HOSPITAL HHA,209 MOLLER AVENUE,SITKA,AK,99835,9077471750,Local,9/26/85 0:00,Y,Y,Y,Y,N,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
27008,MAT-SU REGIONAL HOME CARE,"950 E BOGARD, STE 132",WASILLA,AK,99654,9078616000,Proprietary,1/22/87 0:00,Y,Y,Y,Y,Y,Y,62,69,100,81,41,38,97,92,100,199,86,88,92,40,59,62,48,64,73,201,37,201,22
27009,PETERSBURG MEDICAL CENTER HOME,P.O. BOX 589,PETERSBURG,AK,99833,9077724291,Local,7/21/87 0:00,Y,Y,N,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,201,199,201,199
27010,SOUTH PENINSULA HOSPITAL HHA,"203 WEST PIONEER AVENUE, SUITE 1",HOMER,AK,99603,9072350369,Other,2/20/90 0:00,Y,Y,Y,N,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,33,35,47,62,199,199,201,199,201,44
27014,KETCHIKAN GENERAL HOSPITAL HHA,126 WASHINGTON STREET,KETCHIKAN,AK,99901,9072258914,Religious Affiliations,3/4/93 0:00,Y,Y,Y,Y,Y,Y,84,96,98,98,52,67,199,100,100,199,100,100,100,36,45,66,48,45,199,201,27,201,27
27020,"1ST CHOICE HOME HEALTH CARE, INC",159 E REDOUBT AVENUE,SOLDOTNA,AK,99669,9072605959,Proprietary,1/2/96 0:00,Y,Y,Y,Y,Y,Y,81,82,99,87,59,35,100,100,97,199,97,96,99,36,34,54,55,55,68,201,32,201,26
27021,PROVIDENCE KODIAK HOME HEALTH,1915 REZANOF DRIVE,AKHIOK,AK,99615,9074869545,Religious Affiliations,12/21/95 0:00,Y,Y,Y,Y,Y,Y,88,83,100,92,80,72,199,96,199,199,199,199,100,30,199,46,52,57,199,201,24,201,36
27022,AMEDISYS HOME HEALTH CARE,"3909 ARCTIC BLVD, SUITE 101-102",ANCHORAGE,AK,99503,9072721275,Proprietary,5/7/96 0:00,Y,Y,N,Y,Y,Y,60,75,100,99,76,62,85,100,99,199,95,92,100,44,64,66,61,55,84,201,43,201,30
27024,SOUTHCENTRAL FOUNDATION HOME BASED SERVICES CERTIF,4160 TUDOR CENTRE DRIVE,ANCHORAGE,AK,99508,9077292490,Other,7/17/96 0:00,Y,N,N,N,Y,Y,93,71,96,91,61,73,199,98,97,199,199,199,83,34,49,63,34,64,61,201,42,201,36
27032,"MAXIM HEALTHCARE SERVICES, INC","711 H STREET, SUITE 100",ANCHORAGE,AK,99501,9077700862,Proprietary,8/23/06 0:00,Y,Y,N,N,Y,Y,78,91,99,97,52,57,199,100,99,199,97,97,99,35,56,57,51,62,82,201,47,201,25
37011,AMEDISYS HOME HEALTH OF SURPRISE,"14239 WEST BELL ROAD, SUITE 219",SURPRISE,AZ,85374,6239747810,Proprietary,9/1/72 0:00,Y,Y,Y,Y,Y,Y,80,71,100,99,90,91,49,100,99,199,82,88,100,50,52,69,76,60,81,201,49,201,30
37015,BANNER HOME CARE,"1325 NORTH FIESTA BLVD, SUITE 1",GILBERT,AZ,85233,4804975535,Private,12/19/77 0:00,Y,Y,Y,Y,Y,Y,88,76,97,99,62,48,90,98,96,95,89,94,98,41,50,61,50,51,70,201,35,201,25
37016,INTERIM HEALTHCARE,"5055 EAST BROADWAY, SUITE D-104",TUCSON,AZ,85711,5207471800,Proprietary,11/28/79 0:00,Y,Y,Y,Y,Y,Y,81,77,100,91,78,85,83,98,97,199,95,97,98,48,57,61,48,67,79,201,32,201,30
37020,HOSPICE OF THE VALLEY HOME HEALTH AGENCY,1510 EAST FLOWER,PHOENIX,AZ,85014,6025306900,Other,12/8/80 0:00,Y,Y,Y,Y,Y,Y,49,85,99,83,74,78,87,94,95,199,98,100,100,29,49,51,47,56,199,201,40,201,25
37024,SCOTTSDALE HEALTHCARE,"5111 NORTH SCOTTSDALE ROAD, SUITE 143",SCOTTSDALE,AZ,85250,4808824222,Other,11/1/81 0:00,Y,Y,Y,Y,Y,Y,99,84,99,99,86,80,83,100,97,100,89,84,100,58,61,74,66,72,86,201,51,201,26
37027,SUMMIT HEALTHCARE HOME HEALTH,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,9285376900,Private,9/15/82 0:00,Y,Y,Y,N,Y,Y,86,77,100,93,72,79,91,90,88,199,88,77,95,40,56,60,57,64,77,201,44,201,25
37028,HORIZON HOME CARE,"971 NORTH JASON LOPEZ CIRCLE , BLDG E",FLORENCE,AZ,85232,5208664500,State/County,9/10/82 0:00,Y,Y,Y,N,Y,Y,90,69,98,69,89,81,81,85,90,199,97,97,75,26,33,43,44,56,199,201,29,201,29
37030,YRMC HOME HEALTH SERVICES,3262 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,9287595900,Private,12/29/82 0:00,Y,Y,Y,Y,Y,Y,96,84,98,97,77,70,84,97,97,100,90,97,100,38,48,59,48,56,77,201,39,201,27
37036,GENTIVA HEALTH SERVICES,"6400 EAST EL DORADO CIRCLE, SUITE 120",TUCSON,AZ,85715,5207311333,Proprietary,1/27/83 0:00,Y,Y,Y,Y,Y,Y,90,84,99,98,73,68,80,99,99,100,88,77,98,51,56,66,54,61,75,201,40,201,23
37037,GENTIVA HEALTH SERVICES,"14050 NORTH 83RD AVENUE, SUITE 150",PEORIA,AZ,85381,6239797471,Proprietary,3/21/83 0:00,Y,Y,Y,Y,Y,Y,88,72,88,75,50,42,28,94,88,94,32,50,86,45,56,66,43,69,61,201,45,201,31
37042,NORTHERN ARIZONA HOMECARE COTTONWOOD,"203 SOUTH CANDY LANE, SUITE 10 B",COTTONWOOD,AZ,86326,9286396674,Other,11/30/83 0:00,Y,Y,Y,Y,Y,Y,95,57,76,80,57,46,34,91,74,199,54,48,88,36,34,58,47,56,81,201,41,201,28
37047,NORTHERN ARIZONA HOMECARE FLAGSTAFF,"107 EAST OAK AVENUE, SUITE 102A",FLAGSTAFF,AZ,86001,9287732238,Other,1/26/84 0:00,Y,Y,N,Y,Y,Y,97,74,57,41,16,9,34,93,66,199,44,31,59,44,47,62,51,49,100,201,33,201,29
37050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,1790 SYCAMORE AVENUE,KINGMAN,AZ,86401,9286924630,Other,4/17/84 0:00,Y,Y,Y,Y,Y,Y,76,80,98,99,70,60,95,99,99,199,100,100,99,32,43,68,61,59,74,201,47,201,26
37052,U M C HOME HEALTH,"655 EAST RIVER ROAD, SUITE B209",TUCSON,AZ,85704,5206944663,Private,3/15/84 0:00,Y,Y,Y,Y,Y,Y,85,84,96,88,67,64,83,97,94,199,91,68,95,39,39,62,49,56,86,201,40,201,32
37057,HAVASU REGIONAL MED CENTER HOME HEALTH,"1851 MESQUITE BOULEVARD, SUITE 206",LAKE HAVASU CITY,AZ,86403,9286801209,Proprietary,7/27/84 0:00,Y,Y,Y,Y,Y,Y,57,64,97,82,70,78,60,91,88,199,80,74,85,53,55,72,61,76,72,201,53,201,26
37068,BAYADA NURSES,"706 EAST BELL ROAD, SUITE 101",PHOENIX,AZ,85022,6028706364,Proprietary,2/6/85 0:00,Y,Y,Y,Y,Y,Y,84,73,95,91,68,62,78,86,98,96,91,91,93,45,56,64,58,56,73,201,46,201,27
37070,"DEPENDABLE HOME HEALTH, INC",1120 SOUTH SWAN ROAD,TUCSON,AZ,85711,5207213822,Proprietary,1/30/85 0:00,Y,Y,Y,Y,Y,Y,83,81,100,99,4,4,98,99,99,100,99,98,99,45,45,63,58,62,77,201,45,201,29
37099,LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA,"1700 SOUTH HIGHWAY 92, SUITE A & B",SIERRA VISTA,AZ,85635,5203356118,Religious Affiliations,6/10/88 0:00,Y,Y,Y,N,N,Y,58,80,99,100,45,46,93,99,99,199,97,99,100,45,52,51,44,52,89,201,42,201,21
37101,FOUNDATION FOR SENIOR LIVING HOME HEALTH,1201 EAST THOMAS ROAD,PHOENIX,AZ,85014,6022851800,Religious Affiliations,6/17/88 0:00,Y,Y,Y,Y,Y,Y,79,83,98,83,50,40,199,84,94,199,96,91,95,26,49,48,49,31,199,201,30,201,49
37106,AMEDISYS HOME HEALTH OF CENTRAL PHOENIX,"7600 NORTH 16TH STREET, SUITE 250",PHOENIX,AZ,85020,6023951999,Proprietary,11/30/88 0:00,Y,Y,Y,Y,Y,Y,81,52,100,100,61,55,81,100,92,199,93,98,100,46,48,68,65,61,87,201,44,201,33
37112,INTREPID USA HEALTHCARE SERVICES,"310 SOUTH WILLIAMS BOULEVARD, SUITE 340",TUCSON,AZ,85711,5207220555,Proprietary,4/17/90 0:00,Y,Y,Y,Y,Y,Y,84,71,85,76,75,78,55,91,83,88,65,45,86,42,56,67,61,62,66,201,41,201,32
37114,PAYSON REGIONAL HOME HEALTH,708 EAST ROUTE 260,PAYSON,AZ,85541,9284725245,Proprietary,8/6/90 0:00,Y,Y,N,N,Y,Y,88,94,99,94,82,78,199,95,98,199,97,98,96,55,63,66,67,59,79,201,37,201,23
37118,NURSECORE OF TUCSON,"2980 NORTH CAMPBELL, SUITE 160",TUCSON,AZ,85719,5207912300,Proprietary,1/23/91 0:00,Y,Y,Y,Y,Y,Y,199,199,199,199,199,199,199,199,199,199,199,199,199,32,199,63,34,199,199,201,199,201,9
37125,NSI NURSING SERVICE INC,3075 NORTH SWAN ROAD,TUCSON,AZ,85712,5207311117,Proprietary,4/14/92 0:00,Y,Y,Y,Y,Y,Y,87,199,199,89,75,77,199,83,199,199,199,82,87,199,199,199,199,199,199,201,199,201,60
37129,DEPENDABLE HOME HEALTH - NOGALES,"857 WEST BELL ROAD, SUITE 7",NOGALES,AZ,85621,5207613211,Proprietary,7/14/92 0:00,Y,N,N,N,Y,Y,65,94,95,99,41,38,98,95,100,199,100,97,94,38,39,54,57,54,91,201,42,201,24
